db_id,entry_id,example_group,lang,num,text,tr_ru,tr_en
example_d4832e303,entry_rīwyǧyn,exampleGrp_d4832e118,os-x-digor,,Qaraʒaw æxsargard felvasta æma … nirræwiǧta,Карадзау выхватил шашку и ударил,Karadzau pulled out a saber and hit
example_d4835e83,entry_aǧ0yndyn,exampleGrp_d4835e81,,,æfcæǵy adæmæj bīrætæ sæ xæʒærttæ aǧ˳yndync dūræj,из перевальных жителей многие покрывают свои дома черепицей,many of the residents of the mountain pass cover their houses with shingle
example_d4840e130,entry_kʼærī6d9,exampleGrp_d4840e128,,,"Wastyrǵy rabadtīs īw gæbær bæxyl, kærcy kʼærī ærbakodta jæ wælæ","Уастырджи сел на паршивую лошадь, отрепья шубы надел на себя","Uastirdzhi mounted a lousy horse, put on rags of a fur coat on himself"
example_d4840e149,entry_kʼærī6d9,exampleGrp_d4840e128,,,Copanæn īw kærcy kʼærīt jæ wæxsǵytyl aftæmæj naj kodta,Цопан с шубенкой (накинутой) на плечи молотил,Tsopan with a fur coat (thrown) on the shoulders was threshing
example_d4840e168,entry_kʼærī6d9,exampleGrp_d4840e128,,,"jæ wælæ nymæty kʼærīt, cūqajy xærræǧ","на нем отрепья бурки, рваная черкеска","he is wearing rags of a burka, torn Circassian coat"
example_d4840e187,entry_kʼærī6d9,exampleGrp_d4840e128,os-x-digor,,cærgæs æ duwwæ nixi Wæræzmægæn æ kʼæredi nissaǧta,орел всадил свои два когтя в шубу Варазмага,the eagle planted its two claws in the coat of Varazmag
example_d4841e165,entry_cal,exampleGrp_d4841e163,,,cal xatty,сколько раз,how many times
example_d4841e180,entry_cal,exampleGrp_d4841e163,,,acalawal azy cæryn dæ xæʒary,столько лет я живу в твоем доме,I've been living in your house for so many years
example_d4842e94,entry_lyskʼ,exampleGrp_d4842e92,,,jæ sær yslyskʼ ī,в голове его завелись гниды,nits appeared on his head
example_d4842e113,entry_lyskʼ,exampleGrp_d4842e92,os-x-digor,,"binag xodtæ skelxættæ, ni-ssæbæl-sist æncæ, ni-ssæbæl-liskʼ æncæ","(на них) войлочные шапки с загнутыми полями покрыты вшами, гнидами","the felt hats (on their hats) with crooked brims were covered with louses, nits"
example_d4842e145,entry_lyskʼ,exampleGrp_d4842e92,os-x-digor,,"æ bajragʒar kʼæredæ ibæl nissist æj, nilliskʼæj",на нем шубенка из шкуры жеребенка покрылась вшами и гнидами,the little coat on him made from foal skin became covered with louses and nits
example_d4843e141,entry_dyʒy,exampleGrp_d4843e139,,,"ældar xærd, nwæzt ærxasta; rong dyʒy waǧd, cæxǵyn k˳yry fyd","алдар принес угощенье, напиток: ронг вторичной перегонки, засоленное мясо бычка","Aldar brought a treat, a drink: re-distilled rong, salted bull meat"
example_d4843e160,entry_dyʒy,exampleGrp_d4843e139,,,gæzæmæ dyʒy xūr ūrssær kæʒæxtæ ærttīvyn kodta,слабое предзакатное солнце золотило белоглавые скалы,a faint sunset sun gilded the white-headed rocks
example_d4843e179,entry_dyʒy,exampleGrp_d4843e139,,,"wæd uj sk˳yvta, cæmæj ma xūr īw xatt (dykkag xatt) fæzyna; æmæ xæxtyl rakast dyʒy xūr","тогда он помолился, чтобы солнце еще раз (второй раз) показалось; и на горы выглянуло %sdyʒу%s-солнце",then he prayed that the sun would appear once more (a second time); and the %sdyʒy%s-sun looked out on the mountains “
example_d4843e198,entry_dyʒy,exampleGrp_d4843e139,os-x-digor,,duʒi ǧæræj saw xonxi bærzændtæ dær nijjazælioncæ,от отзвука высоты черной горы оглашались эхом,the black mountain's height echoed because of the repercussion
example_d4845e84,entry_gælæxxa,exampleGrp_d4845e82,,,soʒæg gælæxxa,горький („горючий“) бедняга,bitter poor fellow
example_d4853e80,entry_cid,exampleGrp_d4853e78,,,sag cid ramardton ma ʽj cid ma usgi xaston,я (бывало) убивал оленя и носил его на плече,I (used to) kill a deer and carry it on my shoulder
example_d4853e95,entry_cid,exampleGrp_d4853e78,,,ew fonʒ xattej bærcæ ærcæwidæ ma babæj cid fæstæmæ razdæxidæ,он приходил раз пять и снова возвращался,he came five times and returned again
example_d4853e114,entry_cid,exampleGrp_d4853e78,,,wæd ew ʒi feronx wioncæ cid æ æfxwærdditæ,тогда он забывал свои обиды,then he forgot his insults
example_d4853e133,entry_cid,exampleGrp_d4853e78,,,zærdi ʒæbæxæn cid aci mæsugi særæj fækkæsioncæ,для услады сердца они (имеют обыкновение) смотреть с верхушки этой башни,"for the delight of the heart, they (are in the habit) to look from the top of this tower"
example_d4853e152,entry_cid,exampleGrp_d4853e78,,,"wafs dengizbæl ku rajværaj, wæd din cid xed isoʒænæj","как только ты положишь на море полосу кожи, она будет превращаться в мост","as soon as you put a strip of leather on the sea, it will turn into a bridge"
example_d4853e172,entry_cid,exampleGrp_d4853e78,,,zældæbæl ma razi xiztæj cid ma bæx,"на траве передо мною паслась, бывало, моя лошадь",my horse used to pasture on the grass in front of me
example_d4858e320,entry_ma_1,exampleGrp_d4858e242,,,"wæ cærgæs, ma mæm kæs!","о орел, не смотри на меня!","o eagle, do not look at me!"
example_d4858e345,entry_ma_1,exampleGrp_d4858e242,os-x-digor,,"cotæ, fal mæ ma feronx kæntæ","идите, но не забывайте меня","go, but do not forget me"
example_d4858e407,entry_ma_1,exampleGrp_d4858e242,,,"ma īsūt wemæ ma dær syǧzærīn, ma dær ærx˳y wæ rætty","не берите с собой ни золота, ни серебра, ни меди в поясы свои","provide neither gold, nor silver, nor brass in your purses"
example_d4858e490,entry_ma_1,exampleGrp_d4858e242,,,"k˳yʒmæ ma bavnældtais, æmæ dyl næ fæxæcydaid","не тронул бы ты собаки, и она тебя не укусила бы","(if) you wouldn’t have touched the dog, it wouldn’t have bitten you"
example_d4858e546,entry_ma_1,exampleGrp_d4858e242,,,"wæd dyn de ‘vsymærtæ amælænt, makæmæn macy zæǧ","пусть погибнут твои братья, никому ничего не говори","may your brothers perish, do say nothing to no one"
example_d4858e583,entry_ma_1,exampleGrp_d4858e242,os-x-digor,,"kud ærægæmæ ‘j næ xwæræ, makæmi fesæfæd","как запоздала наша сестра, не пропала бы она где-нибудь","how late is our sister, may she not get lost somewhere"
example_d4858e638,entry_ma_1,exampleGrp_d4858e242,,,"ferox mæ kæn, mawal mæ warz","забудь меня, не люби меня больше","forget me, love me no more"
example_d4858e661,entry_ma_1,exampleGrp_d4858e242,,,"qūg, æxsyr radd, æxsyr gædy astæra, gædy myst mawal axsa, myst kʼatū mawal gærda","корова, дай молочко, чтобы (то) молочко полакал кот, чтобы кот больше не ловил мышку, чтобы мышка больше не грызла житницу","cow, give milk, so that a cat laps up the milk, so that the cat no longer catches the mouse, so that the mouse no longer gnaws the granary"
example_d4861e94,entry_kʼældym,exampleGrp_d4861e92,os-x-digor,,læqwæn imæ raguztæj ma in kʼældunæj æ bærzæj niccavta,юноша подкрался к нему и кривой саблей ударил в шею,the young man crept up to him and hit his neck with a crooked saber
example_d4869e86,entry_ʒyvyr,exampleGrp_d4869e84,,,ʒyvyr sæ mijjag næ razyldaid — ḱysyl gæppæltæ wydysty,соха бы там не повернулась — (настолько это) были маленькие клочки (пашни),the plough could not have turned there — so tiny were these patches (of tillage)
example_d4869e105,entry_ʒyvyr,exampleGrp_d4869e84,,,ragon adæm ʒyvyræj x˳ym kodtoj,прежние (древние) люди пахали сохой,former (ancient) people used the wooden plow
example_d4869e120,entry_ʒyvyr,exampleGrp_d4869e84,os-x-digor,,xwænxag læg æ ʒuburi fæste cæwuj,горец идет за своей сохой,the highlander goes after his plough
example_d4869e142,entry_ʒyvyr,exampleGrp_d4869e84,os-x-digor,,cættæ kænuj xumæmæ alkedær æ ʒubur,каждый готовит к пахоте свою соху,each person prepares their plough for tillage
example_d4869e164,entry_ʒyvyr,exampleGrp_d4869e84,os-x-digor,,ʒubur ma asojnæj næbal æj næ kust,мы уже работаем не сохой и (примитивной) бороной,we do not use the plough and the (primitive) harrow anymore
example_d4871e91,entry_caldæn,exampleGrp_d4871e89,,,"caldæn aci biccew togi kʽuboræ jesta, wældæn in mælæt kud næ wa otæ!","пока этот мальчик не обратится в сгусток крови, до тех пор да не будет ему смерти!","until this boy turns into a clot of blood, let him not die!"
example_d4872e114,entry_fædyl,exampleGrp_d4872e112,,,jæ fædyl,вслед за тем,after that
example_d4872e133,entry_fædyl,exampleGrp_d4872e112,,,kæstær mæ fædyl næ cæwy xæstmæ,младший не следует за мной в бой,the junior doesn't follow me into battle
example_d4872e152,entry_fædyl,exampleGrp_d4872e112,,,æz sæfty mærǧty fædyl cæwyn,я иду следом за гибельными птицами,I follow the sinister birds
example_d4872e171,entry_fædyl,exampleGrp_d4872e112,os-x-digor,,"woci fændoni fædbæl miting baunaffæ kodta eci ǧuddagi fædbæl fæjnæ somi kud isxarz kænæn, zæǧgæ","согласно этому пожеланию, митинг решил, чтобы на это дело пожертвовать по рублю (с человека)","according to this wish, the meeting decided to donate a ruble per person for this cause"
example_d4873e105,entry_æzgelun,exampleGrp_d4873e103,,,"i gacca kæmi razgildta, oj k’axun rajdædtoncæ","они начали копать там, где рылась сука",they began to dig in the place where the she-dog had scratched
example_d4874e103,entry_fælgonc,exampleGrp_d4874e101,,,jæ xæd wælvæd awydta… Eroskæjy fælgonc,вслед за ней он увидал… фигуру Ерошки,after her he saw … the figure of Eroshka
example_d4874e122,entry_fælgonc,exampleGrp_d4874e101,os-x-digor,,nekæmi adtæj woni fælgondbæl,нигде не было подобных им по виду,there were no others like them in appearance
example_d4874e144,entry_fælgonc,exampleGrp_d4874e101,os-x-digor,,…ci xabaræj aci fælgændtæmæ ærxawdtæj,…каким образом она дошла до такого состояния,… how did she get to this state
example_d4874e166,entry_fælgonc,exampleGrp_d4874e101,os-x-digor,,"…xwærzkond, izædi fælgondbæl læg","…хорошо сложенный, ангельского облика мужчина","… a well-built, angelic man"
example_d4875e100,entry_færsyl,exampleGrp_d4875e98,,,færsylæj padcaxʒinad kæn,"царствуй, лежа на боку",reign while lying on your side
example_d4876e94,entry_ʒilagæ,exampleGrp_d4876e92,,,isfælxattæj nur ʒilagæ,переменилось теперь поколение,the generation has changed now
example_d4878e84,entry_k0yrdaʒ,exampleGrp_d4878e82,os-x-digor,,ew sæwmæ Ajsana Kurd-Alægoni kurdbaʒæmæ bacudæj,в одно утро Айсана вошел в кузницу Курд-Алагона,one morning Aisana entered the Kurd-Alagon forge
example_d4878e106,entry_k0yrdaʒ,exampleGrp_d4878e82,,,k˳yrdaʒy… ærra Besæ fsæjnægtæ xojy,в кузнице безумный Беса колотит по железу,Crazy Besa is pounding iron in his forge
example_d4883e112,entry_ḱʼylbys,exampleGrp_d4883e110,,,army tʼæpænæj ḱʼylbys īw k˳yd felvæsa… aftæ cæv bæxy,"ударь коня так, чтобы от твоей ладони отскочил лоскут кожи","hit the horse so hard, that a skin scrap bounces off your palm"
example_d4883e131,entry_ḱʼylbys,exampleGrp_d4883e110,,,"Sozyryqo jæ ʒippæj sista šarmy kʼylbyz %i(sic!)%i, arfætæ jyl bakodta æmæ jæ ḱyzgyl aværdta","Созрыко вынул из кармана лоскут кожи, произнес над ним заклинания и приложил к девушке","Sozryko took a scrap of skin from his pocket, cast spells over it and applied it to the girl"
example_d4883e150,entry_ḱʼylbys,exampleGrp_d4883e110,,,ḱʼylbys fexsyny dardmæ,на расстоянии выстрела в мишень,at a distance of a shot at a target
example_d4885e100,entry_kʼ0yrma,exampleGrp_d4885e98,,,"cy dissag ū, cy, kæd kʼ˳yrma læg ū","что же удивительного (в том, что он не слышит), если он глухой",what is surprising (in that he cannot hear) if he is deaf
example_d4885e119,entry_kʼ0yrma,exampleGrp_d4885e98,,,kʼ˳yrma badæ? Axmæt kæm īs?,ты оглох? где Ахмат?,are you deaf? where is Akhmat?
example_d4887e93,entry_iblis,exampleGrp_d4887e91,os-x-digor,,"ibiliztæ, ʒintæ, æ sajtani xæjttæ…","иблисы, джины, его шайтановы доли…","iblises, djinns, his Satanic henchmen"
example_d4889e94,entry_kʼærta,exampleGrp_d4889e92,,,gas kʼærtajy ʒag yl karz axsæn askʼæry,выливает на него (молоко) целое ведро крепкой сычужной массы,(he) pours a bucket of strong rennet onto it (milk)
example_d4889e113,entry_kʼærta,exampleGrp_d4889e92,,,zævætæj mæ axæm qug nyccævæd æmæ dyǧdæn kʼærtajy ʒag ḱī kæny,"пусть меня лягнет такая корова, которая в (один) удой дает ведро (молока)",let such a cow kick me that in (one) milk yield gives a bucket (of milk)
example_d4889e134,entry_kʼærta,exampleGrp_d4889e92,,,mænæn ænæbyn kʼærtajy fænyk akænūt æmæ ūwyl abadǯynæn,"для меня наполните золой ведро без дна, и на нем я посижу",fill the bottomless bucket with ash for me and I will sit on it
example_d4889e153,entry_kʼærta,exampleGrp_d4889e92,,,kʼærtajæ kalægaw wary,дождь льет как из ведра,it is raining cats and dogs
example_d4889e168,entry_kʼærta,exampleGrp_d4889e92,,,binontæ īwyldær fos dūcynyl nyllæwydysty; alkæmæn jæ kʼærta jæ razy æxsyræj ūrs tanqa xasta,вся семья принялась доить скот; перед каждым подойник с молоком покрывался белой пеной,"the whole family began to milk the cattle; before each, the milk-pail was covered with white foam"
example_d4891e88,entry_o_1,exampleGrp_d4891e86,,,aftæ ū?— o,так ли это? — да,is it so? — yes
example_d4891e111,entry_o_1,exampleGrp_d4891e86,,,"„o“ k˳y zæǧaj, wæd Lakatīmæ baxæstæg kænʒystæm, „næ“ — wæd ta næ alḱī jæ færnyg xæʒarmæ acæwʒæn","если ты скажешь «да», то мы породнимся с Лакаевыми, (если) «нет», то каждый из нас отправится в свой благословенный дом","if you say yes, then we will become related to the Lakayevs, (if) no, then each of us will go to his blessed home"
example_d4891e138,entry_o_1,exampleGrp_d4891e86,os-x-digor,,"ho, xezuncæ næ ragæj","да, они ждут нас давно","yes, they have been waiting for us for a while"
example_d4891e164,entry_o_1,exampleGrp_d4891e86,os-x-digor,,"ho-ho, næ ʒori rædudæj","да-да, ты не ошибаешься","yes-yes, you are not wrong"
example_d4892e129,entry_i,exampleGrp_d4892e127,,,ku raxælewtæ ‘j i ciwan agæj i saw zænxæbæl i tævdæ basæ,разлился из чугунного котла на черную землю горячий суп,a hot soup poured out of the iron cauldron to the black soil
example_d4892e148,entry_i,exampleGrp_d4892e127,,,ew ǧæwi cardæj mægur zærond læg; i læg ramardæj,в одном селении жил один старый человек; тот человек умер,an old man lived in a village; that man died
example_d4892e167,entry_i,exampleGrp_d4892e127,,,i duwwadæs dær sæ odtæ isistoncæ,все двенадцать (человек) испустили дух,all the twelve (men) gave up the ghost
example_d4892e186,entry_i,exampleGrp_d4892e127,,,ka si tuxgindær æj i ærtemæj?,кто сильнее из трех?,who is more strong out of these three (people)?
example_d4892e205,entry_i,exampleGrp_d4892e127,,,Asægo rabuni kodta i kizgi,Асаго поборол девушку,Asago conquered the girl
example_d4892e225,entry_i,exampleGrp_d4892e127,,,"i farni tunæ ærfelawidæ, wærzonʒinadæ ærfedar widæ","(тогда бы) разлились лучи фарна, (тогда бы) утвердилась любовь","(then) the rays of farn (lit. divine grace) would spread, (then) the love would strengthen"
example_d4892e244,entry_i,exampleGrp_d4892e127,,,ci zguli es i xani turǧi?,что за смятение во дворе хана?,what is this confusion in the khan's yard?
example_d4896e89,entry_mælek,exampleGrp_d4896e87,os-x-digor,,"qurænttæ, mælekti stæn, Xæmic læg æj, ænæ dawæ læg","клянусь Коранами (и) малеками, Хамиц — мужчина, безупречный мужчина","I swear by the Qurans (and) the angels, Khæmits is a man, a man without reproach"
example_d4901e91,entry_fælʒæǧdæn,exampleGrp_d4901e89,os-x-digor,,met-fælʒæǧdæn kænuj,идет снег с метелью,it is snowing and the wind is blowing
example_d4902e125,entry_nyvʒæg,exampleGrp_d4902e123,,,"xæstæg fændagmæ yszadī faron tūlʒy pyxs, nyvʒæg yl warzonaw ystyxst","близ дороги вырос в прошлом году молодой дубняк, вьюнок обвил его наподобие возлюбленной","a young oak forest grew near the road last year, bindweed wrapped around it like a beloved"
example_d4903e94,entry_ingyn,exampleGrp_d4903e92,os-x-digor,,suvælloni ingin bawæræn basoʒunmæ ci ǧudæj?,"много ли нужно было, чтобы обгореть (нежному), как свежий творог, телу ребенка?",Did it take long for the body of a child (as delicate) as a cottage cheese to get sunburnt?
example_d4905e94,entry_kaʒī,exampleGrp_d4905e92,,,fūrdy byn wydi kazītæ,на дне моря были бесы,there were demons at the bottom of the sea
example_d4905e113,entry_kaʒī,exampleGrp_d4905e92,,,Batyraʒ nyccydi Kaʒīty kalakmæ,Батрадз спустился в город бесов,Batradz went down to the city of demons
example_d4906e103,entry_byǧ,exampleGrp_d4906e101,os-x-digor,,listæg buǧæ,мелкие щепья,small wood chips
example_d4906e127,entry_byǧ,exampleGrp_d4906e101,os-x-digor,,"sæ xwasi rugæ, kærdægi buǧæ meǧaw cæwuncæ","пыль сена, травяная крошка подымаются, как облако","hay dust, grass crumbs rise like a cloud"
example_d4906e149,entry_byǧ,exampleGrp_d4906e101,os-x-digor,,æ buǧti næmug āgoruj,в мусоре ищет зерно,(s/he) is looking for grain in trash
example_d4906e170,entry_byǧ,exampleGrp_d4906e101,os-x-digor,,yagus æma bugtæn xeoæn bunættæ ǧæwuj,для навоза и мусора нужны отдельные места,separate places for dung and waste are needed
example_d4906e192,entry_byǧ,exampleGrp_d4906e101,os-x-digor,,agæ niwwaǧtoncæ æma dungæ cidær ǧæmpitæ ma buǧtæ xasta onæj bajʒag,"оставили котел, и он наполнился всякой соломой и мусором, который заносил ветер","the copper was left, and it was filled with all the straw and waste the wind carried"
example_d4906e215,entry_byǧ,exampleGrp_d4906e101,os-x-digor,,… cæmæj næ budurti buǧgærdægutæ isævd ærcæwoncæ,… чтобы на наших полях были уничтожены сорные травы,… in order to destroy weeds in our fields
example_d4906e267,entry_byǧ,exampleGrp_d4906e265,os-x-digor,,otemæj din sæ kawræbun buǧojnæbæl Ʒasarbeg,так-то (сидит) у своего плетня на мусорной куче Дзасарбег,so Dzasarbeg (is sitting) on a dump site near his wattle fence
example_d4909e84,entry_pʼolci,exampleGrp_d4909e82,,,otæ ræxgi ba ǧazti aræztæj fæzzindtæj Azawxan dær; adtæj ibæl darǧ xaræ pʼolci duvazon dusti xæccæ,тем временем на танцах появилась нарядная Азаухан; на ней было длинное шелковое платье с раздвоенными рукавами,"meanwhile, an elegant Azauhan appeared at the discotheque; she was wearing a long silk dress with forked sleeves"
example_d4909e107,entry_pʼolci,exampleGrp_d4909e82,,,mænbæl ragon pʼolci skænisæ…,ты одел бы меня в старинное платье,you would rather dress me in an antique dress
example_d4911e103,entry_ædæwagæ,exampleGrp_d4911e101,,,duwwæ limæni ædæwagæ sfændæ kodtoncæ i cænxgun fars radavun,два приятеля и в самом деле задумали украсть солонину,two friends really decided to steal corned beef
example_d4911e122,entry_ædæwagæ,exampleGrp_d4911e101,,,ædæwagæ læg adtæj ma læg festadæj,он (ворон) в действительности был мужчина и обратился в мужчину,he (the raven) was actually a man and turned into a man
example_d4911e141,entry_ædæwagæ,exampleGrp_d4911e101,,,Dossanæ ædæwagæ wæxæn ræsuǧd kizgæ adtæj,Доссана и в самом деле была такая красивая девушка…,Dossana was really such a beautiful girl…
example_d4912e95,entry_ægærc,exampleGrp_d4912e93,,,æz dæ fædyl wajyn gom-ægærccæj,я бегу за тобой нагишом,I'm running naked after you
example_d4913e95,entry_peltʼ,exampleGrp_d4913e93,,,gūton… styr peltʼ fældaxyn bajdydta,плуг стал отваливать большой пласт земли,the plow began to pull off a large layer of the ground
example_d4913e118,entry_peltʼ,exampleGrp_d4913e93,,,gūtondar… peltʼy byn bambæxst,пахарь спрятался под глыбой земли,the plowman hid under a block of the soil
example_d4913e141,entry_peltʼ,exampleGrp_d4913e93,,,"fūrd x˳yppgænæg, beltʼ fældaxæg","одним глотком выпивающий море, выворачивающий глыбы земли","drinking the sea in one gulp, turning out blocks of the ground"
example_d4916e110,entry_bæg0y,exampleGrp_d4916e108,,,"wyrny jæ, bæg˳y!","поверит оно (сердце), как бы не так!","it (the heart) will believe, that's unlikely!"
example_d4916e129,entry_bæg0y,exampleGrp_d4916e108,,,"mæg˳yraw bazyrtæ, bæg˳y!","слабые крылья, как бы не так!","weak wings, that's unlikely!"
example_d4916e148,entry_bæg0y,exampleGrp_d4916e108,,,zæǧʒynæ jyn? bæg˳ydær yn zæǧʒynæn,скажешь ты ему? конечно скажу,"will you tell him? of course, I will"
example_d4917e84,entry_catyr,exampleGrp_d4917e82,,,"ūj wyd noǧiag wærdon, jæ wælæ catyr æværd","то была ногайская арба, на ней поставлена кибитка","that was a Nogai arba, a nomad tent is put on it"
example_d4918e131,entry_gaʒraxatæj,exampleGrp_d4918e129,,,gaʒraxatæj myl racyd,он меня предал,he betrayed me
example_d4918e146,entry_gaʒraxatæj,exampleGrp_d4918e129,os-x-digor,,"æ falʒos sajd, talingæ æma gaʒiraxatæj fæstæmæ necibal winuj","он ничего не видит вокруг себя, кроме обмана, мрака и предательства","he sees nothing around him except deceit, darkness and betrayal"
example_d4918e168,entry_gaʒraxatæj,exampleGrp_d4918e129,,,dy gaʒraxat bakodtaj — ūrs tyrysa sdardtaj,ты совершил предательство — поднял белый флаг,you committed treason by raising a white flag
example_d4919e84,entry_dymītong,exampleGrp_d4919e82,os-x-digor,,særǧtæ ǧæwajgæstæn… dumetongi xæccæ,(доставить) сторожам седла с подхвостными ремнями,(deliver) saddles with tail straps to the watchmen
example_d4920e97,entry_æxsīnæg,exampleGrp_d4920e95,,,ærtæ æxsīnæǵy næ mæsygæj rataxt,три голубя слетели с нашей башни,three pigeons flew away from our tower
example_d4920e116,entry_æxsīnæg,exampleGrp_d4920e95,,,mærǧtæj ærmæst æxsīnæg nyvond kænync,из птиц посвящают (богам) только голубя,"among birds, only pigeon is dedicated (to the gods)"
example_d4920e135,entry_æxsīnæg,exampleGrp_d4920e95,,,… cæmæj ysnyvond kæna … dywwæ æxsīnæǵy læppyny,.. .и чтобы принести в жертву … двух птенцов голубиных,And to offer a sacrifice… two young pigeons
example_d4920e154,entry_æxsīnæg,exampleGrp_d4920e95,os-x-digor,,"ew æxsīnængæ ærbataxtæj, æ bazurtæ ragælsta","прилетела одна голубка, сбросила свои крылья","one dove has come, has dropped its wings"
example_d4923e137,entry_rūd,exampleGrp_d4923e135,,,"æmbīsondy xorz fyn fedtam dyson: Mysyrbijy fyny argævstam, axæm rūd ʒy afældæxtam — ærtæ ivazny","на удивление хороший сон мы видели ночью: мы во сне зарезали Мысырби, такую колбасу из него вывернули — три сажени",we had a surprisingly good dream at night: we slaughtered Mysirbi in a dream and turned him into such a sausage — three fathoms long
example_d4923e166,entry_rūd,exampleGrp_d4923e135,,,"gal kæj wydī, ūj ʒy rūdy xaj dær nal fæcī","кому принадлежал бык, тому не досталось даже кусочка кишки",whoever owned the bull did not even get a piece of the gut
example_d4926e340,entry_ænæ,exampleGrp_d4926e338,,,"skʼæry, tynʒy æmæ sæ jæ wīsæj ænævǧaw xyncy","гонит (гусей), спешит и хворостиной угощает их нещадно","chases (geese), hurries and hits them mercilessly with a stick"
example_d4926e359,entry_ænæ,exampleGrp_d4926e338,os-x-digor,,fæccæjxudtæj Guʒunabæl i sæǧgæs dær ænævǧaw,пастух коз посмеялся над Гудзуном вволю,goat shepherd laughed out at Hudzun
example_d4926e381,entry_ænæ,exampleGrp_d4926e338,os-x-digor,,cærægojtæ dedenguti ævduluncæ ænævǧaw,живые существа купаются в цветах вволю,living things are rolling in flowers plenty
example_d4926e403,entry_ænæ,exampleGrp_d4926e338,,,xumtæ… ænæsajddæj ævzuruncæ,нивы дали отличные („безобманные“) всходы,fileds gave excellent (“without cheating”) shoots
example_d4926e422,entry_ænæ,exampleGrp_d4926e338,,,æz x˳yzdær k˳y dæn ænæ dæw,без тебя я еще лучше,without you I am even better
example_d4926e442,entry_ænæ,exampleGrp_d4926e338,,,"zærvatyk, ænæ qyg, ænæ mast cæræg","ласточка, живущая без печали, без горя","swallow living without sorrow, without grief"
example_d4926e461,entry_ænæ,exampleGrp_d4926e338,,,ænæ dwar mæsyǵy ræsuǧd ḱyzg,в башне без дверей красивая девушка,there is a beautiful girl in a tower without doors
example_d4926e484,entry_ænæ,exampleGrp_d4926e338,,,xorz Wyryzmægl ænæsast bæstæ ma dyn kæm bazzadī?,славный Урузмаг! где еще осталась не покоренная тобой страна?,glorious Uruzmag! where else have you not conquered the country?
example_d4926e503,entry_ænæ,exampleGrp_d4926e338,,,ænæqæn kʼ˳yrī færacū-bacū kodta,целую неделю он ходил туда-сюда,for a week he went back and forth
example_d4926e522,entry_ænæ,exampleGrp_d4926e338,os-x-digor,,fæskomcædesi kiræn ænæǧænæ duwwæ mæji æmburd næma adtæj,у комсомольской ячейки целых два месяца не было собрания,the Komsomol cell had no meetings for two months
example_d4926e544,entry_ænæ,exampleGrp_d4926e338,os-x-digor,,mæ xæstægæn adtæj mæ ʒurd ænadæ,родственнику мое слово было неприятно,my word was unpleasant for the relative
example_d4926e567,entry_ænæ,exampleGrp_d4926e338,os-x-digor,,næwægʒaw ǧæwama kusti medæg wa ænæmængæ,пионер должен быть в труде честным („безобманным“),pioneer must be honest (“without cheating”) in his work
example_d4926e589,entry_ænæ,exampleGrp_d4926e338,os-x-digor,,ǧosinti læwwuncæ ænæwag mink’ij fætkʼu æma kærttu bælæstæ,в горшках стоят необыкновенно маленькие яблони и груши,unusually small apple and pear trees sit in pots
example_d4926e611,entry_ænæ,exampleGrp_d4926e338,,,ænæ æncoj wai,пусть не знает покоя!,let him know no peace!
example_d4926e630,entry_ænæ,exampleGrp_d4926e338,,,ænæ fæjjaw,без пастуха,without shepherd
example_d4926e649,entry_ænæ,exampleGrp_d4926e338,,,ænæ xaj,bereaved,
example_d4926e668,entry_ænæ,exampleGrp_d4926e338,,,ænæzivæg k˳y rawais wæ wazæǵy qærmæ!,если бы ты выбежала не мешкая на зов вашего гостя!,if you only ran out without delay on the call of your guest!
example_d4926e688,entry_ænæ,exampleGrp_d4926e338,os-x-digor,,"ænæ barcæ, ænæ dumæg, ǧosoj bæxbæl ci fæbbadaj…","чтобы сидеть тебе на безгривом, бесхвостом, безухом коне…","to sit on you, maneless, tailless, earless horse…"
example_d4927e114,entry_pakʼ0y,exampleGrp_d4927e112,,,"æxsīn bælony x˳yzy ærtaxtī æxsyry cadmæ… akaldta jæ pakʼ˳y amæ zaliag æxsīn festad, cady jæxī acʼybar-cʼybūr kodta æma ta fæstæmæ bælony x˳yzy ærx˳y mæsygmæ staxt","княгиня в виде голубя прилетела к молочному озеру, скинула свое оперение и стала залийской княгиней, поплескалась в озере и опять в виде голубя взлетела на медную башню","the princess in the form of a dove flew to the milk lake, threw off her plumage and became a Zal princess, splashed in the lake and again flew up to the copper tower in the form of a dove"
example_d4927e147,entry_pakʼ0y,exampleGrp_d4927e112,,,"kʼ˳yz ma jyn (karkæn) jæ dymægmæ bærgæ fælæbūrdta, fælæ jyn airvæzt, jæ pakʼ˳y ma azzad jæ ʒyxy","собака схватила (курицу) за хвост, но та ускользнула, только перья остались у нее во рту","the dog grabbed (the chicken) by the tail, but it slipped away, only feathers remained in the dog’s mouth"
example_d4927e170,entry_pakʼ0y,exampleGrp_d4927e112,,,ærtæ æxsīnæǵy kæræʒijy pakʼ˳ytæ tydtoj,три голубя рвали друг у друга перья,three pigeons were tearing each other’s feathers
example_d4927e193,entry_pakʼ0y,exampleGrp_d4927e112,,,maxæn dær ta næ pakʼ˳y acaǧtoj,и нам опять стряхнули оперение,and they shook off our feathers again
example_d4927e216,entry_pakʼ0y,exampleGrp_d4927e112,,,dymgæ qædy pakʼ˳y kaly,ветер рассыпает листву (оперение) леса,the wind scatters the leaves (plumage) of the forest
